t,x,y,z
0.0,0.9051293379221973,0.7959910648957533,-3.400013849935026
0.05,0.9490594704182399,0.9850698263052263,-3.4051389017110663
0.1,1.0783530489199233,1.2646624709076473,-3.383799541765203
0.15000000000000002,1.323535802696103,1.7362478182929557,-3.284084245055861
0.2,1.7511453811079725,2.510792058607728,-2.947050901393639
0.25,2.44021798698406,3.604665144375722,-1.9861999094587623
0.30000000000000004,3.3051534309580655,4.338125030605585,0.1730257012083181
0.35000000000000003,3.747485015583899,3.1811092842224316,2.705578691970005
0.4,3.114900866442116,0.8331542112722806,3.1169280179831356
0.45,1.9177312323603166,-0.363789206310695,2.001408523298177
0.5,0.9405920041890945,-0.542383481356379,1.077463551086738
0.55,0.34439897112661283,-0.4765509347936365,0.5545138260244381
0.6000000000000001,0.011841719001355604,-0.42996551713173836,0.2545993531360217
0.65,-0.1850547169166566,-0.4475405165712201,0.07977592607810408
0.7000000000000001,-0.32499432555123514,-0.5159167640900483,-0.0008126850135414409
0.75,-0.4472954816285708,-0.6090898036902725,0.006957939625170891
0.8,-0.5628062560626792,-0.6939776654458636,0.09702771353453223
0.8500000000000001,-0.6608798181643551,-0.7353174359334426,0.2509917934186818
0.9,-0.7234013068001769,-0.7070302601232509,0.42495614035531465
0.9500000000000001,-0.7311287502688616,-0.6113352516040548,0.5613710352652796
1.0,-0.6818367185294985,-0.47675128780801135,0.6163211726482465
1.05,-0.5924298692641663,-0.3483286636845229,0.5773517137980585
1.1,-0.4899372958301651,-0.2611322583337409,0.46045527220607185
1.1500000000000001,-0.40281325186366124,-0.23165518686849837,0.30751449597059893
1.2000000000000002,-0.3503483711051298,-0.25744720893426715,0.15301438382365393
1.25,-0.3414063108409282,-0.3298246086801806,0.026302084813768164
1.3,-0.3755138696253312,-0.43186453941377057,-0.048432490925397656
1.35,-0.4472118924939554,-0.5507600557934655,-0.05294281142554062
1.4000000000000001,-0.5436353284015808,-0.6630106996918335,0.02225399621749818
1.4500000000000002,-0.6435779147554613,-0.7374918175092712,0.16956077889279178
1.5,-0.721341664046088,-0.7417718527232775,0.3568222446132897
1.55,-0.7510513220401465,-0.665151928458027,0.5287182560771881
1.6,-0.7198070449649566,-0.5317750043203598,0.6266626652102021
1.6500000000000001,-0.6364935348903727,-0.38920846596998737,0.6231415939228433
1.7000000000000002,-0.5289150796444579,-0.27647258432580324,0.528814692748006
1.75,-0.42683917926611376,-0.2215510996645404,0.3764858248091037
1.8,-0.3551411460909625,-0.22688719089054982,0.20855942659858678
1.85,-0.32661459445026225,-0.2825476270394923,0.06001104382272606
1.9000000000000001,-0.3443941520586661,-0.37825061037042684,-0.04418493225062761
1.9500000000000002,-0.4034201105673966,-0.49858501344453426,-0.08379524301364608
2.0,-0.4958502916127964,-0.6242161617602551,-0.04174469647698885
2.0500000000000003,-0.6045062432495387,-0.7255992276797435,0.08434574381268231
2.1,-0.7015763758391577,-0.7669979670898794,0.27259405487919847
2.15,-0.758116626841625,-0.7232517712536745,0.4706973705043976
2.2,-0.7531398984547327,-0.6008025162854976,0.615773563047782
2.25,-0.6853557679801313,-0.4434433220748289,0.6590693789004645
2.3000000000000003,-0.5764752416340271,-0.30429853687507147,0.594224145617801
2.35,-0.4608980780226043,-0.2191106495878108,0.4527952053634556
2.4000000000000004,-0.36849183056795953,-0.19991870312688592,0.27663595181655426
2.45,-0.3183156274916782,-0.23850986923321332,0.10682802989129066
2.5,-0.31649659347496284,-0.32260673049546146,-0.02669018598465347
2.5500000000000003,-0.36178631098368164,-0.4404174077566749,-0.10044987565780034
2.6,-0.44534547778668443,-0.5747275041791053,-0.09637726814496565
2.6500000000000004,-0.5559065059906569,-0.6987887685751932,-0.0009490365449994956
2.7,-0.6691373287144601,-0.7764398936622082,0.17588955040184923
2.75,-0.7530337290132542,-0.7715185980262739,0.39299847003467137
2.8000000000000003,-0.7780849197264107,-0.6744950209971656,0.5811409682504239
2.85,-0.7332242733106,-0.5139810513171288,0.6785753254654526
2.9000000000000004,-0.6317139405255306,-0.34945749957802147,0.6565255787452671
2.95,-0.5062243938828325,-0.23070311987984943,0.5334974346703997
3.0,-0.39372740580496524,-0.1803024758339794,0.3568944918875048
3.0500000000000003,-0.3192230150691909,-0.19768691836516128,0.16888675303969788
3.1,-0.2949402305804226,-0.26692657005055515,0.007501323255685569
3.1500000000000004,-0.321614165772763,-0.3771343458857705,-0.1017543735173205
3.2,-0.3938404191997599,-0.5140906685516549,-0.13679913339615962
3.25,-0.49932729292098427,-0.6561056809432505,-0.08183524468181196
3.3000000000000003,-0.6232737690585343,-0.7671715556997589,0.07070932845154647
3.35,-0.7329092837798347,-0.8065486736434093,0.2928898996058485
3.4000000000000004,-0.7918497625584142,-0.7442458204542903,0.520679212896117
3.45,-0.7765550022959538,-0.5981172680801216,0.6742539819123361
3.5,-0.6914205357603055,-0.4152425255589209,0.7079577325083368
3.5500000000000003,-0.5637038225993188,-0.26078796069244536,0.618723251526246
3.6,-0.4326914764109949,-0.1736988584457668,0.4467324370400382
3.6500000000000004,-0.332813191360659,-0.1605598440234807,0.2479532940653033
3.7,-0.2819205744285511,-0.21244833841618696,0.06013726512135451
3.75,-0.28592170309421244,-0.31079344875392617,-0.08420684154364871
3.8000000000000003,-0.3413870647058859,-0.44433964026242057,-0.16080456086681907
3.85,-0.44043658289054677,-0.595906148408566,-0.14816358352598571
3.9000000000000004,-0.5654896089113806,-0.7375138446227046,-0.03501175120391472
3.95,-0.6932388444246278,-0.8214427708205684,0.17197823492513822
4.0,-0.7870889635879366,-0.8076651298520692,0.42503936956866656
4.05,-0.8100135729874671,-0.6827236575723826,0.638324755847071
4.1000000000000005,-0.7511988252260289,-0.5036442492369655,0.7367259480974635
4.15,-0.6326533166396432,-0.3210772928859726,0.7005373755883331
4.2,-0.49119338112457406,-0.19116116577932582,0.5556197236850658
4.25,-0.36628213691378736,-0.1405990529061729,0.3511511796014817
4.3,-0.2859249414887062,-0.1612187707720546,0.143640592913186
4.3500000000000005,-0.26074433731648616,-0.2400098667594969,-0.03463833700224682
4.4,-0.2905450252262875,-0.3617377290792734,-0.1563296315821564
4.45,-0.37121979130761434,-0.513882120965502,-0.19653286409309526
4.5,-0.49318445909397735,-0.6737003077498375,-0.13477854691154667
4.55,-0.6312920326849805,-0.8037423359695409,0.03508519868381923
4.6000000000000005,-0.7546782315656267,-0.8512485251533367,0.2861731296165188
4.65,-0.8233167019197407,-0.7806671664448237,0.5487807004292067
4.7,-0.8069948314451426,-0.6069583543949253,0.7270911720655796
4.75,-0.708033138850407,-0.4025306482725491,0.7623874001595082
4.800000000000001,-0.5627722258257117,-0.22859249299002082,0.659674574116655
4.8500000000000005,-0.4154776119299301,-0.1335167027965406,0.4653324647057888
4.9,-0.3040552601360941,-0.12050530459206013,0.24205949712757616
4.95,-0.24731954911998402,-0.17434658936023395,0.034056662850124646
5.0,-0.24984868115718264,-0.2804266427344011,-0.12838602081697206
5.050000000000001,-0.3071483008048457,-0.4256239042902127,-0.2197866866982862
5.1000000000000005,-0.415760801816298,-0.5943576832386521,-0.21451724506633452
5.15,-0.5566605685737009,-0.7562696106066576,-0.09542418935639924
5.2,-0.7017170439168182,-0.8627909116100528,0.13243662557526029
5.25,-0.8123704867993335,-0.8579070823241636,0.42034437840910593
5.300000000000001,-0.8457419614078858,-0.7221389182261015,0.6723267357155638
5.3500000000000005,-0.7835317331276798,-0.5110777515817101,0.794509367724753
5.4,-0.6481540214827602,-0.29869472294868965,0.756525548489116
5.45,-0.48572007290920055,-0.150551784851751,0.5921940159090257
5.5,-0.3430447095905114,-0.09362897799842741,0.3626928341858419
5.550000000000001,-0.2509408429054532,-0.11522291165843333,0.1302363841243226
5.6000000000000005,-0.22014139464985605,-0.19918814878290356,-0.070710469177263
5.65,-0.2495642270549596,-0.33006005080518835,-0.2120423815319823
5.7,-0.33616259650089,-0.4967883970881075,-0.26707543793580496
5.75,-0.46881384086907857,-0.6775612232872387,-0.21148349181186152
5.800000000000001,-0.6239252612407444,-0.8347819948281953,-0.03290118465997122
5.8500000000000005,-0.7697580598154615,-0.9032744937810664,0.24884903473879932
5.9,-0.8581206000854184,-0.8363254235005761,0.5574239599206058
5.95,-0.8489546839473964,-0.6422356024431001,0.7762364646080434
6.0,-0.7423240146490757,-0.41034655738478903,0.8303337154152941
6.050000000000001,-0.579240924676226,-0.20555055900220767,0.7234894177496755
6.1000000000000005,-0.4099397319327166,-0.09062692697694354,0.5087345799468806
6.15,-0.2792396974635214,-0.0690115694654168,0.25935750752128406
6.2,-0.20875287861642533,-0.12142350991793577,0.0240385615645759
6.25,-0.203230996142322,-0.2304378158848433,-0.1653238434582549
6.300000000000001,-0.2590299440726775,-0.38424253382571527,-0.281969276410372
6.3500000000000005,-0.37194088780430457,-0.5690352774958146,-0.29848372474889806
6.4,-0.5238720918611349,-0.7589351148161069,-0.1909651862675789
6.45,-0.6907253557505436,-0.8994450661979556,0.04695516340164135
6.5,-0.8306395230469259,-0.9234223650424233,0.374669619328841
6.550000000000001,-0.888316159669968,-0.7893728230555535,0.6838803864204905
6.6000000000000005,-0.8354355921063766,-0.560493176100152,0.8528363731164498
6.65,-0.6930558169965803,-0.31285511900013707,0.8384900751797397
6.7,-0.509794996429751,-0.12717400912702082,0.6714584103862352
6.75,-0.34089745287806833,-0.04591360951055971,0.42053152476209293
6.800000000000001,-0.2251020252875199,-0.05520679940734487,0.15915017571836343
6.8500000000000005,-0.1762424636226827,-0.1340120246584124,-0.07399828428923486
6.9,-0.19405987441570846,-0.2650652806141921,-0.24943919941718917
6.95,-0.2754074011412885,-0.4390451915237004,-0.34000016666280364
7.0,-0.4092938118633071,-0.6403347571069419,-0.31725529666924435
7.050000000000001,-0.5790438192642138,-0.8330220177030966,-0.15718421718985623
7.1000000000000005,-0.7547878806812511,-0.9516265933992288,0.1381573171976179
7.15,-0.881226002421572,-0.9246673149046747,0.498849698972847
7.2,-0.9046110484362883,-0.7384899975439729,0.7911983300008837
7.25,-0.809334863685565,-0.4592800320137212,0.906071986065009
7.300000000000001,-0.6296760550800345,-0.20382097808141422,0.81882414578335
7.3500000000000005,-0.42971706103328744,-0.04951308596266774,0.5922529422338685
7.4,-0.26712626587286625,-0.005824726945607367,0.3155335821785387
7.45,-0.1706538724219284,-0.04989816069557975,0.044900909251635555
7.5,-0.14699212017943525,-0.15390651028771518,-0.18176512255748928
7.550000000000001,-0.19208506183829177,-0.30863423127251477,-0.33842040184491906
7.6000000000000005,-0.297469691055601,-0.5050799315067017,-0.39733854498791815
7.65,-0.45641899946653697,-0.7229848157174323,-0.3249270823531822
7.7,-0.6472076396631322,-0.9139715689074979,-0.10117105540202335
7.75,-0.8247482557699434,-1.0000769046445317,0.2533108930243506
7.800000000000001,-0.9289819521263972,-0.9083627219553245,0.6369562482589618
7.8500000000000005,-0.9090738473303476,-0.6501838697805982,0.898985742123363
7.9,-0.7651375180673978,-0.3457007099204625,0.9415595537511742
7.95,-0.5545661735471535,-0.10626129414446824,0.7820993816199797
8.0,-0.34909343159406625,0.011659774379684396,0.5094629451902508
8.05,-0.19927902339801784,0.021840076987747554,0.21173054575325573
8.1,-0.12344493626275602,-0.04611692569545271,-0.06203386486613941
8.15,-0.12146731196789076,-0.17267709456788694,-0.28167547428927536
8.200000000000001,-0.18961388236611856,-0.34928054833394817,-0.42092882158621964
8.25,-0.32180602780714385,-0.5658863527476624,-0.44871890536348913
8.3,-0.5016911716706475,-0.7999120389262319,-0.331124599110878
8.35,-0.7080372692592545,-0.9866061254346724,-0.04581501115046285
8.4,-0.8870524767506487,-1.0346772258246044,0.3646164966593709
8.450000000000001,-0.9677559922848074,-0.8807554163677433,0.7631072366689603
8.5,-0.9055649708329692,-0.5695125010053323,0.9854468768658575
8.55,-0.7202303326517324,-0.24192333412766948,0.9577915807192445
8.6,-0.4844835369489068,-0.01984410585062055,0.7347223467565296
8.65,-0.2757692782967469,0.06727190885239517,0.4278147570697537
8.700000000000001,-0.13722015576602,0.0463270562521426,0.11294933688794498
8.75,-0.08020798040252447,-0.04299856355258007,-0.16342852197888813
8.8,-0.09958112829212788,-0.18846678078673682,-0.3767814582285004
8.85,-0.1875171661005411,-0.38509344576951116,-0.5001297257185718
8.9,-0.34088875293582427,-0.6236370594574925,-0.49881571468481306
8.950000000000001,-0.5438222932811773,-0.8729024908283456,-0.33562045573531313
9.0,-0.7648794488667389,-1.05570403481168,0.006194913992862194
9.05,-0.9445317191077803,-1.0637899982005934,0.46903130186248926
9.1,-1.0002846398617862,-0.8379092244854449,0.8788950239418568
9.15,-0.8971889506344651,-0.49880979597387914,1.0588024881010134
9.200000000000001,-0.6808109488425489,-0.16618348471766062,0.9755604356523924
9.25,-0.4295298171043267,0.0422685558591815,0.7070550638640228
9.3,-0.21961653281365182,0.10958601520958991,0.37304810103861863
9.35,-0.08783793873042309,0.07553313948452839,0.0464493025766473
9.4,-0.04014580720164426,-0.0266009548630584,-0.23674033079034643
9.450000000000001,-0.07079060837136944,-0.18364980894020813,-0.4523138627151077
9.5,-0.17190103025258135,-0.3936157170327783,-0.5726189906163427
9.55,-0.33842527997587246,-0.6499514848138036,-0.5597688321377612
9.600000000000001,-0.559097454852433,-0.9165648358921932,-0.3709871623760942
9.65,-0.7973180605589987,-1.1093905119019989,0.012156558261977706
9.700000000000001,-0.9843454121330738,-1.1031308182989767,0.5193193795109928
9.75,-1.033188464000565,-0.8405727324821557,0.9545322949405716
9.8,-0.9052973424193306,-0.44923311305422,1.1225738741707565
9.850000000000001,-0.6564607176740647,-0.09165028369267963,0.9972797193234216
9.9,-0.3829630256853772,0.10863747872406623,0.6863474294364792
9.950000000000001,-0.16536166707395178,0.16099368480145157,0.3274824063168702
10.0,-0.03534566960881605,0.11394140130422871,-0.015184931792547592
10.05,0.006384129206040642,0.0025948132067837013,-0.3091002961821423
10.100000000000001,-0.031790807637344314,-0.1631064992068407,-0.5321243501749457
10.15,-0.14119235156648352,-0.38539602463116535,-0.6566892019553715
10.200000000000001,-0.32105174036643663,-0.6593350003146771,-0.642588424389603
10.25,-0.5576785827912826,-0.9513116713633002,-0.44061697922624343
10.3,-0.8174402760982656,-1.1649194714273503,-0.020786603591659923
10.350000000000001,-1.0238424822716514,-1.160070312435941,0.5420709972554874
10.4,-1.0759988080004492,-0.8708550801726382,1.0211637100788258
10.450000000000001,-0.9317757209554086,-0.42289329283398563,1.1963887429915454
10.5,-0.6525919405383108,-0.03353739269599897,1.0415258169724688
10.55,-0.3524729553641178,0.17363015703260842,0.6979370228541977
10.600000000000001,-0.11877872428052859,0.21999730895757702,0.3109487840986438
10.65,0.01776547373646455,0.16786531130094906,-0.052474713548387446
10.700000000000001,0.06159819603549074,0.054098788754037876,-0.3642280987481279
10.75,0.02510605849245583,-0.11367681044665513,-0.6048734390366703
10.8,-0.0864154882582829,-0.3401843983035125,-0.749251602751839
10.850000000000001,-0.26988964164414747,-0.6270368330367585,-0.7562187095664626
10.9,-0.5187317591581551,-0.9483555479140264,-0.5669090575569549
10.950000000000001,-0.804476798646994,-1.2111121437489536,-0.1359749695571368
11.0,-1.0475707798738212,-1.2522927076123236,0.4810998956012155
11.05,-1.1327245523552538,-0.959060978848212,1.0474781850596049
11.100000000000001,-0.9937798152718066,-0.45445112539667465,1.2843766305946356
11.15,-0.6902874114137606,-0.011413368611222087,1.1402646739796127
11.200000000000001,-0.35587118339362717,0.23040922023158272,0.7734563358423556
11.25,-0.09188908091872461,0.29185055793357134,0.35448702116877445
11.3,0.06808260143416706,0.24741340338490503,-0.038588089209245426
11.350000000000001,0.12985668804056472,0.14112354076350517,-0.3797257274661227
11.4,0.10676545547158099,-0.015060224142878144,-0.6542292506020638
11.450000000000001,0.010272907827471355,-0.23071745507666416,-0.8409751407794891
11.5,-0.1615528385685552,-0.5158925752450233,-0.9036121446759354
11.55,-0.4072259033612963,-0.8621542140372118,-0.7837229538100481
11.600000000000001,-0.7146356938651466,-1.2017401367823353,-0.40326779424688936
11.65,-1.019321416424472,-1.3682825190451373,0.2395985749219953
11.700000000000001,-1.193324529103494,-1.1692323394542223,0.9479618870520393
11.75,-1.1214122238693678,-0.6345502684896025,1.3647480804502237
11.8,-0.8209981058690565,-0.0739213108491492,1.3166445032162475
11.850000000000001,-0.43749998632976755,0.2666100930324796,0.9530369149712197
11.9,-0.11142447283648742,0.3780294359875122,0.49633716511900966
11.950000000000001,0.10097138061049951,0.3583904365043922,0.06056347190099221
12.0,0.20364342072756622,0.27180859010268404,-0.32412192945855256
12.05,0.2160200714489123,0.1408218304475158,-0.6478806276627355
12.100000000000001,0.15365189011681224,-0.040809050891840296,-0.8987441079894022
12.15,0.018886844673210335,-0.2910856848870034,-1.0526979555227043
12.200000000000001,-0.19366963187862066,-0.6243394329284516,-1.0623596337270163
12.25,-0.4901262957890551,-1.0262842893349837,-0.8455151680487337
12.3,-0.8452861636120017,-1.3880143546285635,-0.31792541781910405
12.350000000000001,-1.1650973390607855,-1.4715915747022936,0.49029446126945675
12.4,-1.2845696906780952,-1.0767225424114537,1.255437142835246
12.450000000000001,-1.0962319635810611,-0.40388571857214406,1.5475833746281824
12.5,-0.694376921037118,0.1701998944768563,1.3168584941114494
12.55,-0.26799107085005486,0.4419300544421575,0.8388007049016258
12.600000000000001,0.05458082802604952,0.4955857255288554,0.34093308409380346
12.65,0.24629759126385958,0.44806667068140477,-0.1089773815970376
12.700000000000001,0.3296751082205279,0.3565247128865601,-0.5000225312255656
12.75,0.3316654604546476,0.2322418686955611,-0.8309065518402977
12.8,0.2672234603285999,0.062317045540784564,-1.0952804165883339
12.850000000000001,0.13642746910238485,-0.17788787340249915,-1.2743783544659908
12.9,-0.07214606863065602,-0.5143677586489638,-1.3249861324315089
12.950000000000001,-0.37495129205197736,-0.9564130866077911,-1.1626464523124787
13.0,-0.7665051324230944,-1.4241056245956003,-0.6646544865134678
13.05,-1.171564758052844,-1.665146270196021,0.2287403616777978
13.100000000000001,-1.3995700283957546,-1.3468665822727193,1.2292860276215198
13.15,-1.2647563851901622,-0.5578620178612228,1.733491181588379
13.200000000000001,-0.8205482939669222,0.1973085349580496,1.5526059946678512
13.25,-0.30403530917272437,0.5715919378098481,1.0196875347757963
13.3,0.09943660475798935,0.6564063684213022,0.45858782381974755
13.350000000000001,0.3487210611156199,0.6239743664541549,-0.03837542163791795
13.4,0.47566538849023077,0.5576017622459615,-0.46851562981521877
13.450000000000001,0.5201975894843727,0.48068469278326037,-0.8408882590931098
13.5,0.5095137551975203,0.38755403751796635,-1.161027542986128
13.55,0.4542402070666012,0.2601430750342755,-1.4292330484731919
13.600000000000001,0.3503798484781963,0.07236175454051876,-1.6376575266436282
13.65,0.18202908589034233,-0.21165239180795606,-1.7620345966561701
13.700000000000001,-0.07762204379009471,-0.6306608054556936,-1.7416275516840423
13.75,-0.458497696172632,-1.196094424252907,-1.4478737962335415
13.8,-0.9549752133754752,-1.7786762321350764,-0.6870566948804393
13.850000000000001,-1.436628184781265,-1.942944939200937,0.591546894449193
13.9,-1.5987392428096427,-1.2350629389910976,1.7948145583672708
13.950000000000001,-1.2438222163097277,-0.10591212799041874,2.0788716334200847
